Client_Name__c,Job_Function_Hired_In__c_y,Industry_Hired_In__c,Hired_Location__c_y,Salary_Range__c_y,Employment_Type__c_y,Employment_Type__c_y,Federal_Hire__c_y,Hired_but_still_active_and_looking__c_y,Ops_Review_Date__c,Area_Manager_Approved__c,PIM_Approved__c
0033800002kTpGJAA0,Installation/Maintenance/Repair,Mining/Quarrying/Oil and Gas Extraction,"Anchorage, AK","$80,000 - $89,999",Full-Time,Full-Time,0,0,11/5/2018 0:00,1,1
0033800002kTpMHAA0,Management - Operations,Management of Companies and Enterprises,"San Antonio, TX,","$100,000+",Full-Time,Full-Time,0,0,12/17/2018 0:00,1,1
0033800002kTpVxAAK,Other,Government and Public Administration,"Winchester, VA","$30,000 - $39,999",Full-Time,Full-Time,1,0,7/23/2018 0:00,1,1
0033800002kTpezAAC,Business Development,Defense Contracting,"300 M St SE #700, Washington, DC 20003","$100,000+",Full-Time,Full-Time,0,0,6/18/2018 0:00,1,1
0033800002kTpiXAAS,Banking/Finance,Defense Contracting,"5575 Tech Center Dr, Colorado Springs, CO 80919","$60,000 - $69,999",Full-Time,Full-Time,0,0,7/3/2017 0:00,1,1
0033800002kTpusAAC,Safety/Security/Law Enforcement,Aerospace and Aviation,"Hawthorne, CA","$60,000 - $69,999",Full-Time,Full-Time,0,0,11/27/2017 0:00,1,1
0033800002kTro5AAC,Restaurant/Food Service,Other,"Nisqually, WA","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/26/2017 0:00,1,1
0033800002kTs5LAAS,Sales,Construction,"Winter Garden, FL","$60,000 - $69,999",Full-Time,Full-Time,0,0,3/12/2018 0:00,1,1
0033800002kTsgCAAS,Banking/Finance,Hospitality/Accommodation/Food Services,"206 N 3rd St, Las Vegas, NV 89101","$30,000 - $39,999",Full-Time,Full-Time,0,0,4/30/2018 0:00,1,1
0033800002kTsnnAAC,Management - Operations,Retail Trade,Mobile AL,"$80,000 - $89,999",Full-Time,Full-Time,0,0,8/14/2017 0:00,1,1
0033800002kTsxCAAS,Recruiting/Talent Acquisition,Business Support - Admin/Staffing,"Dallas, TX","$70,000 - $79,999",Full-Time,Full-Time,0,0,7/17/2017 0:00,1,1
0033800002kTsyyAAC,Safety/Security/Law Enforcement,Private Security,Kuwait,"$70,000 - $79,999",Full-Time,Full-Time,0,0,6/26/2017 0:00,1,1
0033800002kTt2MAAS,Other,Other,"Bremerton, WA","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/19/2017 0:00,1,1
0033800002kTuNYAA0,IT - Help Desk/Support,Information - Information Technology,Tampa FL,"$30,000 - $39,999",Full-Time,Full-Time,0,0,12/4/2017 0:00,1,1
0033800002kTuuFAAS,Management - Project,Professional - Consulting Services,St Louis MO,"$80,000 - $89,999",Full-Time,Full-Time,0,0,11/19/2018 0:00,1,1
0033800002kTuwVAAS,IT - General,Retail Trade,Herndon VA,"$60,000 - $69,999",Full-Time,Full-Time,0,0,4/9/2018 0:00,1,1
0033800002kTv0YAAS,Installation/Maintenance/Repair,Retail Trade,"813 E Washington St, East Peoria, IL 61611","$30,000 - $39,999",Full-Time,Full-Time,0,0,7/24/2017 0:00,1,1
0033800002kTvC6AAK,Administrative/Clerical,Defense Contracting,"Lackland AFB, TX","$30,000 - $39,999",Full-Time,Full-Time,0,0,11/5/2018 0:00,1,1
0033800002kTvt9AAC,Skilled Labor/Trades,Defense Contracting,"Virginia Beach, VA","$50,000 - $59,999",Full-Time,Full-Time,0,0,7/10/2017 0:00,1,1
0033800002kTvuVAAS,Healthcare,Educational Services,"Austin, TX","Less than $20,000",Full-Time,Full-Time,0,0,4/16/2018 0:00,1,1
0033800002kTvy3AAC,Management - Project,Manufacturing,"Mesquite, TX","$60,000 - $69,999",Full-Time,Full-Time,0,0,7/3/2017 0:00,1,1
0033800002kTw4uAAC,Other,Government and Public Administration,"Honolulu, Hawaii","$40,000 - $49,999",Full-Time,Full-Time,1,0,4/16/2018 0:00,1,1
0033800002kTwC0AAK,Analyst,Banking/Finance/Insurance,"Tampa, FL,","$80,000 - $89,999",Temporary/Contract,Temporary/Contract,0,0,12/3/2018 0:00,1,1
0033800002kTwDwAAK,Healthcare,Health Care and Social Assistance,"Washington, DC","$40,000 - $49,999",Full-Time,Full-Time,0,0,6/19/2017 0:00,1,1
0033800002kTwVoAAK,Installation/Maintenance/Repair,Government and Public Administration,"Mountain Home Air Force Base, Mountain Home, ID","$40,000 - $49,999",Full-Time,Full-Time,1,0,2/26/2018 0:00,1,1
0033800002kTwf0AAC,Management - Operations,Information - Information Technology,"Irving, TX","$100,000+",Temporary/Contract,Temporary/Contract,0,1,1/15/2018 0:00,1,1
0033800002kTwygAAC,Consultant,Banking/Finance/Insurance,"Houston, TX","$90,000 - $99,999",Full-Time,Full-Time,0,0,7/3/2017 0:00,1,1
0033800002kTx3RAAS,Supply Chain/Logistics,Retail Trade,"Indianapolis, IN","$50,000 - $59,999",Full-Time,Full-Time,0,0,8/28/2017 0:00,1,1
0033800002kTx3gAAC,Installation/Maintenance/Repair,Mining/Quarrying/Oil and Gas Extraction,"West Monroe, LA","$20,000 - $29,999",Full-Time,Full-Time,0,0,7/24/2017 0:00,1,1
0033800002kTxeTAAS,Transportation,Retail Trade,"Brooklyn, NY","$50,000 - $59,999",Full-Time,Full-Time,0,0,9/4/2017 0:00,1,1
0033800002kTyJPAA0,Administrative/Clerical,Business Support - Admin/Staffing,"3311 W. State Street Boise, ID","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/18/2017 0:00,1,1
0033800002kTyKPAA0,Management - General,Government and Public Administration,"Robins Air Force Base, GA","$70,000 - $79,999",Full-Time,Full-Time,1,0,4/2/2018 0:00,1,1
0033800002kTyYtAAK,Automotive,Installation/Repair/Maintenance,"5815 N Dale Mabry Hwy, Tampa, FL","$40,000 - $49,999",Full-Time,Full-Time,0,1,8/28/2017 0:00,1,1
0033800002kTzGWAA0,Administrative/Clerical,Defense Contracting,"1750 Foxtrail Dr, Loveland, CO","$70,000 - $79,999",Full-Time,Full-Time,0,0,8/20/2018 0:00,1,1
0033800002kTzHZAA0,Skilled Labor/Trades,Business Support - Facilities,"Fayetteville, NC","Less than $20,000",Part-Time,Part-Time,0,0,12/17/2018 0:00,1,1
0033800002kTzIvAAK,Training/Instruction/Teaching,Management of Companies and Enterprises,"San Antonio, TX","$100,000+",Full-Time,Full-Time,0,0,3/26/2018 0:00,1,1
0033800002kTzJtAAK,IT - Systems Management,Information - Information Technology,"Hampton, VA","$100,000+",Full-Time,Full-Time,0,0,3/26/2018 0:00,1,1
0033800002kTzK8AAK,IT - Systems Management,Defense Contracting,"Hurlburt Field, FL","$70,000 - $79,999",Full-Time,Full-Time,0,0,10/22/2018 0:00,1,1
0033800002kTzRiAAK,Safety/Security/Law Enforcement,Government and Public Administration,"921 Smith Ave Thomasville, GA","$50,000 - $59,999",Full-Time,Full-Time,0,1,6/4/2018 0:00,1,1
0033800002kTzYEAA0,Other,Other,"Fresno, CA","$50,000 - $59,999",Full-Time,Full-Time,0,0,11/12/2018 0:00,1,1
0033800002kTzYJAA0,Administrative/Clerical,Construction,Fayetteville NC,"$30,000 - $39,999",Full-Time,Full-Time,0,0,9/25/2017 0:00,1,1
0033800002kU02nAAC,Consultant,Professional - Consulting Services,"Seattle, Wa","$100,000+",Full-Time,Full-Time,0,0,7/9/2018 0:00,1,1
0033800002kU0BbAAK,Training/Instruction/Teaching,Educational Services,"6505 Connie Lee Ct, Peyton, CO 80831","Less than $20,000",Part-Time,Part-Time,0,0,8/14/2017 0:00,1,1
0033800002kU0QYAA0,Management - Project,Government and Public Administration,"Millington, TN","$70,000 - $79,999",Full-Time,Full-Time,1,0,9/25/2017 0:00,1,1
0033800002kU0W6AAK,Safety/Security/Law Enforcement,Private Security,"Marietta, GA","$40,000 - $49,999",Full-Time,Full-Time,0,0,10/2/2017 0:00,1,1
0033800002kU0XYAA0,IT - General,Information - Information Technology,"10260 Campus Point Dr, San Diego, CA 92121","$80,000 - $89,999",Full-Time,Full-Time,0,0,6/12/2017 0:00,1,1
0033800002kU0iSAAS,Analyst,Professional - Consulting Services,"El Segundo, CA","$90,000 - $99,999",Full-Time,Full-Time,0,0,8/28/2017 0:00,1,1
0033800002kU2JnAAK,Warehouse,Transportation and Warehousing,"Fayetteville, Nc","$30,000 - $39,999",Full-Time,Full-Time,0,0,10/22/2018 0:00,1,1
0033800002kU2T4AAK,Construction,Government and Public Administration,VA Temple TX,"$40,000 - $49,999",Full-Time,Full-Time,1,0,6/25/2018 0:00,1,1
0033800002kU2ljAAC,Distribution/Shipping,Manufacturing,"Atlanta,GA","$30,000 - $39,999",Full-Time,Full-Time,0,0,8/28/2017 0:00,1,1
0033800002kU2nBAAS,Professional Services,Professional - Consulting Services,"Boise, ID","$40,000 - $49,999",Full-Time,Full-Time,0,0,3/12/2018 0:00,1,1
0033800002kU37pAAC,Human Resources,Health Care and Social Assistance,"Killeen, TX","$30,000 - $39,999",Full-Time,Full-Time,0,0,8/7/2017 0:00,1,1
0033800002kU3UKAA0,Management - Project,Construction,"St. Roberts, MO","$30,000 - $39,999",Part-Time,Part-Time,0,0,11/20/2017 0:00,1,1
0033800002kU3imAAC,Training/Instruction/Teaching,Educational Services,"Ramona, CA","$50,000 - $59,999",Full-Time,Full-Time,0,0,8/21/2017 0:00,1,1
0033800002kU4NvAAK,IT - Systems Management,Information - Information Technology,"Nellis AFB, NV","$50,000 - $59,999",Full-Time,Full-Time,0,0,1/29/2018 0:00,1,1
0033800002kU4boAAC,Quality Assurance/Quality Control,Religious/Civic/Nonprofit,"301 16th St Canyon, Texas","$30,000 - $39,999",Full-Time,Full-Time,0,0,5/7/2018 0:00,1,1
0033800002kU4crAAC,Installation/Maintenance/Repair,Installation/Repair/Maintenance,"El Paso, TX","$100,000+",Full-Time,Full-Time,0,0,5/21/2018 0:00,1,1
0033800002kU4gZAAS,Sales,Arts/Entertainment/Recreation,"San Diego, CA","$50,000 - $59,999",Full-Time,Full-Time,0,0,7/24/2017 0:00,1,1
0033800002kU4xWAAS,Sales,Retail Trade,"Clarksville, TN","Less than $20,000",Part-Time,Part-Time,0,1,12/4/2017 0:00,1,1
0033800002kU4yyAAC,Customer Service,Government and Public Administration,"Hinesville, GA","$40,000 - $49,999",Full-Time,Full-Time,1,0,10/30/2017 0:00,1,1
0033800002kU55aAAC,Healthcare,Health Care and Social Assistance,Fayetteville NC,"$30,000 - $39,999",Full-Time,Full-Time,0,0,3/5/2018 0:00,1,1
0033800002kU55bAAC,Management - Programs,Installation/Repair/Maintenance,"Austin, TX","$50,000 - $59,999",Full-Time,Full-Time,0,0,7/17/2017 0:00,1,1
0033800002kU58nAAC,Administrative/Clerical,Government and Public Administration,"Jacksonville, FL","$40,000 - $49,999",Full-Time,Full-Time,1,0,9/11/2017 0:00,1,1
0033800002kU58qAAC,Administrative/Clerical,Government and Public Administration,"Jacksonville Beach, FL","$40,000 - $49,999",Full-Time,Full-Time,0,0,7/31/2017 0:00,1,1
0033800002kU58vAAC,Healthcare,Health Care and Social Assistance,"Jacksonville, FL","$20,000 - $29,999",Full-Time,Full-Time,0,0,7/3/2017 0:00,1,1
0033800002kU5B8AAK,Administrative/Clerical,Government and Public Administration,"Austin, TX","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/23/2017 0:00,1,1
0033800002kU5TYAA0,Customer Service,Government and Public Administration,"Imperial Beach, CA","$20,000 - $29,999",Part-Time,Part-Time,1,0,12/18/2017 0:00,1,1
0033800002kU5XvAAK,Management - Operations,Aerospace and Aviation,"Wichita, KS area (McConnell AFB)","$70,000 - $79,999",Full-Time,Full-Time,0,0,10/2/2017 0:00,1,1
0033800002kU6RkAAK,Training/Instruction/Teaching,Information - Information Technology,"Chesapeake, Virginia","$70,000 - $79,999",Full-Time,Full-Time,0,0,10/23/2017 0:00,1,1
0033800002kU6pPAAS,Management - General,Government and Public Administration,"Quantico, VA","$100,000+",Full-Time,Full-Time,1,0,11/6/2017 0:00,1,1
0033800002kU6rBAAS,Research,Pharmaceutical and Medical,"El Dorado, Arkansas","$40,000 - $49,999",Full-Time,Full-Time,0,0,6/11/2018 0:00,1,1
0033800002kU6u5AAC,Safety/Security/Law Enforcement,Government and Public Administration,Killeen TX,"$30,000 - $39,999",Full-Time,Full-Time,0,0,12/4/2017 0:00,1,1
0033800002kU7piAAC,Accounting,Educational Services,"Philadelphia, PA","$50,000 - $59,999",Full-Time,Full-Time,0,0,9/18/2017 0:00,1,1
0033800002kU86wAAC,Quality Assurance/Quality Control,Manufacturing,"7200 Wisconsin Ave, Bethesda, MD 20814","$90,000 - $99,999",Full-Time,Full-Time,0,0,3/12/2018 0:00,1,1
0033800002kU8PRAA0,Management - General,Retail Trade,"Jacksonville, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,12/4/2017 0:00,1,1
0033800002kU9ChAAK,Training/Instruction/Teaching,Educational Services,"El Paso, TX","$40,000 - $49,999",Full-Time,Full-Time,0,0,4/30/2018 0:00,1,1
0033800002kU9d4AAC,Safety/Security/Law Enforcement,Government and Public Administration,"Columbia, MO","$40,000 - $49,999",Full-Time,Full-Time,0,0,8/27/2018 0:00,1,1
0033800002kU9pFAAS,Warehouse,Transportation and Warehousing,"Colorado Springs, CO","Less than $20,000",Part-Time,Part-Time,0,0,6/26/2017 0:00,1,1
0033800002kU9r1AAC,Real Estate,Real Estate/Rental and Leasing,"FOUNTAIN, CO","$80,000 - $89,999",Full-Time,Full-Time,0,0,7/23/2018 0:00,1,1
0033800002kU9tvAAC,Construction,Construction,"Statham, GA","$40,000 - $49,999",Full-Time,Full-Time,0,0,8/28/2017 0:00,1,1
0033800002kUA0hAAG,Customer Service,Government and Public Administration,St Petersburg FL,"$40,000 - $49,999",Full-Time,Full-Time,0,0,10/1/2018 0:00,1,1
0033800002kUA2zAAG,Management - Executive/C-Suite,Aerospace and Aviation,"Wichita Falls, TX","$80,000 - $89,999",Full-Time,Full-Time,0,0,1/8/2018 0:00,1,1
0033800002kUA7aAAG,IT - Help Desk/Support,Information - Information Technology,"Fort Gordon, GA","$70,000 - $79,999",Full-Time,Full-Time,0,0,7/17/2017 0:00,1,1
0033800002kUA7zAAG,IT - General,Pharmaceutical and Medical,Dallas TX,"$70,000 - $79,999",Full-Time,Full-Time,0,0,10/23/2017 0:00,1,1
0033800002kUAFjAAO,Engineering,Defense Contracting,"Naval Base SD, San Diego, CA","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/15/2018 0:00,1,1
0033800002kUAFjAAO,Administrative/Clerical,Defense Contracting,"Navy Base, San Diego, CA","$30,000 - $39,999",Full-Time,Full-Time,0,0,9/4/2017 0:00,1,1
0033800002kUAQIAA4,IT - Systems Management,Defense Contracting,"Dulles, VA","$80,000 - $89,999",Full-Time,Full-Time,0,0,2/5/2018 0:00,1,1
0033800002kUAZsAAO,Purchasing/Procurement,Transportation and Warehousing,Norcross GA,"$30,000 - $39,999",Full-Time,Full-Time,0,0,11/20/2017 0:00,1,1
0033800002kUAnQAAW,Management - General,Professional - Legal,"San Diego, CA","$50,000 - $59,999",Full-Time,Full-Time,1,0,4/16/2018 0:00,1,1
0033800002kUAqpAAG,Analyst,Government and Public Administration,"Fort Gordon, GA","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/9/2017 0:00,1,1
0033800002kUBxTAAW,Engineering,Defense Contracting,"Orlando, FL","$70,000 - $79,999",Full-Time,Full-Time,0,0,9/4/2017 0:00,1,1
0033800002kUCNIAA4,IT - Information Security,Defense Contracting,"Colorado Springs, CO  (Centennial, CO)","$100,000+",Full-Time,Full-Time,0,0,10/2/2017 0:00,1,1
0033800002kUCqVAAW,Engineering,Information - Information Technology,"San Diego, CA","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/22/2018 0:00,1,1
0033800002kUCyCAAW,Retail,Retail Trade,"Fayetteville, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,7/31/2017 0:00,1,1
0033800002kUD1BAAW,Management - Operations,Management of Companies and Enterprises,"South Gate, CA","$90,000 - $99,999",Full-Time,Full-Time,0,0,6/11/2018 0:00,1,1
0033800002kUD5mAAG,Healthcare,Health Care and Social Assistance,"Charlotte, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/26/2017 0:00,1,1
0033800002kUDBEAA4,Analyst,Defense Contracting,"Lawton, OK","$70,000 - $79,999",Full-Time,Full-Time,0,0,1/29/2018 0:00,1,1
0033800002kUDM3AAO,Marketing,Government and Public Administration,"Fort Bliss, TX","$50,000 - $59,999",Full-Time,Full-Time,1,0,12/11/2017 0:00,1,1
0033800002kUDPKAA4,Administrative/Clerical,Banking/Finance/Insurance,"Beverly Hills, CA","$60,000 - $69,999",Full-Time,Full-Time,0,0,7/10/2017 0:00,1,1
0033800002kUDUwAAO,Construction,Construction,"Manitou Springs, CO","$50,000 - $59,999",Full-Time,Full-Time,0,0,1/15/2018 0:00,1,1
0033800002kUDZJAA4,Consultant,Banking/Finance/Insurance,"Irving, TX","$50,000 - $59,999",Temporary/Contract,Temporary/Contract,0,0,10/23/2017 0:00,1,1
0033800002kUE9tAAG,Quality Assurance/Quality Control,Defense Contracting,"Denver, CO","$60,000 - $69,999",Full-Time,Full-Time,0,0,9/25/2017 0:00,1,1
0033800002kUEv3AAG,IT - Systems Management,Information - Information Technology,"Fort Leavenworth, KS","$70,000 - $79,999",Full-Time,Full-Time,0,0,10/16/2017 0:00,1,1
0033800002kUFRdAAO,Management - General,Retail Trade,Noblesville In,"$30,000 - $39,999",Full-Time,Full-Time,0,0,10/16/2017 0:00,1,1
0033800002kUFr7AAG,Nonprofit - Social Services,Government and Public Administration,"Lakeside Dr, Oceanside, CA","$50,000 - $59,999",Full-Time,Full-Time,0,0,7/31/2017 0:00,1,1
0033800002kUG6tAAG,Management - Operations,Utilities,"New York, NY","$80,000 - $89,999",Full-Time,Full-Time,0,0,1/8/2018 0:00,1,1
0033800002kUGfdAAG,Customer Service,Other,"Columbia, MO","Less than $20,000",Full-Time,Full-Time,0,0,7/17/2017 0:00,1,1
0033800002kUGxXAAW,General Business,Private Security,Aberdeen NC,"$40,000 - $49,999",Full-Time,Full-Time,0,0,1/29/2018 0:00,1,1
0033800002kUGznAAG,Customer Service,Information - Telecommunications,"Augusta, GA","$20,000 - $29,999",Full-Time,Full-Time,0,0,9/10/2018 0:00,1,1
0033800002kUHtvAAG,Management - Project,Information - Information Technology,"Louisville, KY","$70,000 - $79,999",Full-Time,Full-Time,0,0,5/14/2018 0:00,1,1
0033800002kUIDsAAO,Banking/Finance,Banking/Finance/Insurance,"Nashville, TN","$90,000 - $99,999",Full-Time,Full-Time,0,0,1/15/2018 0:00,1,1
0033800002kUIfBAAW,Entrepreneurship/Franchise/Self-Employed,Other,"Colorado Springs, CO","$50,000 - $59,999",Full-Time,Full-Time,0,0,2/5/2018 0:00,1,1
0033800002kUJ3ZAAW,Real Estate,Real Estate/Rental and Leasing,"Long Beach, CA","$100,000+",Full-Time,Full-Time,0,0,9/25/2017 0:00,1,1
0033800002kUJ8UAAW,Real Estate,Real Estate/Rental and Leasing,"Douglasville, GA","$40,000 - $49,999",Full-Time,Full-Time,0,0,3/12/2018 0:00,1,1
0033800002kUJeWAAW,Transportation,Transportation and Warehousing,"Fayetteville, NC","$50,000 - $59,999",Full-Time,Full-Time,0,0,6/25/2018 0:00,1,1
0033800002kUJgMAAW,Manufacturing,Manufacturing,"Easton, PA","$60,000 - $69,999",Full-Time,Full-Time,0,0,8/13/2018 0:00,1,1
0033800002kUJsAAAW,Healthcare,Health Care and Social Assistance,"Albuquerque, New Mexico","$30,000 - $39,999",Full-Time,Full-Time,0,0,7/2/2018 0:00,1,1
0033800002kUJtXAAW,IT - Systems Management,Defense Contracting,"Mechanicsburg, PA","$50,000 - $59,999",Full-Time,Full-Time,0,1,5/7/2018 0:00,1,1
0033800002kULiUAAW,Management - General,Transportation and Warehousing,"Apex, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,10/2/2017 0:00,1,1
0033800002kULq7AAG,Management - Executive/C-Suite,Banking/Finance/Insurance,"St. Louis, MO","$100,000+",Full-Time,Full-Time,0,0,2/19/2018 0:00,1,1
0033800002kULqAAAW,Sales,Other,Dallas TX,"$50,000 - $59,999",Full-Time,Full-Time,0,0,8/7/2017 0:00,1,1
0033800002kULqBAAW,Construction,Construction,Austin,"$50,000 - $59,999",Full-Time,Full-Time,0,0,12/25/2017 0:00,1,1
0033800002kULqCAAW,Safety/Security/Law Enforcement,Defense Contracting,"Ft. Campbell, KY","$50,000 - $59,999",Full-Time,Full-Time,0,1,9/11/2017 0:00,1,1
0033800002kULqDAAW,Recruiting/Talent Acquisition,Management of Companies and Enterprises,"Atlanta, GA","$60,000 - $69,999",Full-Time,Full-Time,0,0,1/22/2018 0:00,1,1
0033800002kULqDAAW,Management - Operations,Other,"Griffin, GA","$40,000 - $49,999",Full-Time,Full-Time,0,0,6/27/2016 0:00,1,1
0033800002kULqEAAW,Consultant,Defense Contracting,"Washington, D.C.","$100,000+",Full-Time,Full-Time,0,0,4/2/2018 0:00,1,1
0033800002kULqFAAW,IT - Help Desk/Support,Manufacturing,"Durham, NC","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/4/2017 0:00,1,1
0033800002kULqGAAW,Management - Project,Professional - Consulting Services,"Colorado Springs, CO","$100,000+",Full-Time,Full-Time,0,0,5/14/2018 0:00,1,1
0033800002kUMMnAAO,Engineering,Mining/Quarrying/Oil and Gas Extraction,"Portland, OR","$50,000 - $59,999",Full-Time,Full-Time,0,0,4/16/2018 0:00,1,1
0033800002kUMQjAAO,Firefighter/EMT/Emergency Service,Government and Public Administration,"Ft Campbell, KY","$30,000 - $39,999",Full-Time,Full-Time,0,1,9/4/2017 0:00,1,1
0033800002kUMTEAA4,Management - Operations,Retail Trade,"Avenel, NJ","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/2/2017 0:00,1,1
0033800002kUMX1AAO,Administrative/Clerical,Defense Contracting,"Monterey, CA","$70,000 - $79,999",Full-Time,Full-Time,0,0,4/23/2018 0:00,1,1
0033800002kUMZJAA4,Administrative/Clerical,Health Care and Social Assistance,"Sacramento, CA","$40,000 - $49,999",Full-Time,Full-Time,0,0,1/29/2018 0:00,1,1
0033800002kUMagAAG,Banking/Finance,Government and Public Administration,"San Diego, CA","$40,000 - $49,999",Full-Time,Full-Time,1,0,9/11/2017 0:00,1,1
0033800002kUMbKAAW,IT - Information Security,Defense Contracting,"San Diego, CA","$80,000 - $89,999",Full-Time,Full-Time,0,0,7/24/2017 0:00,1,1
0033800002kUMbPAAW,Installation/Maintenance/Repair,Information - Information Technology,"Las Vegas, NV","$30,000 - $39,999",Full-Time,Full-Time,0,1,10/16/2017 0:00,1,1
0033800002kUMc8AAG,Management - Operations,Information - Information Technology,"Menlo Park, San Francisco, CA","$100,000+",Full-Time,Full-Time,0,0,7/3/2017 0:00,1,1
0033800002kUMcIAAW,Installation/Maintenance/Repair,Manufacturing,"San Diego, CA","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/2/2017 0:00,1,1
0033800002kUMchAAG,Management - Project,Information - Information Technology,"San Diego, CA","$80,000 - $89,999",Full-Time,Full-Time,0,0,7/16/2018 0:00,1,1
0033800002kUMdGAAW,Supply Chain/Logistics,Government and Public Administration,"San Diego, CA","$70,000 - $79,999",Full-Time,Full-Time,0,0,9/4/2017 0:00,1,1
0033800002kUMdLAAW,Supply Chain/Logistics,Management of Companies and Enterprises,"Cleveland, OH","$50,000 - $59,999",Full-Time,Full-Time,0,0,8/6/2018 0:00,1,1
0033800002kUMeYAAW,Consultant,Other,"Poway CA, (remote)","$80,000 - $89,999",Full-Time,Full-Time,0,1,7/30/2018 0:00,1,1
0033800002kUMeiAAG,Customer Service,Business Support - Admin/Staffing,"Dunwoody, GA","$30,000 - $39,999",Temporary/Contract,Temporary/Contract,0,1,4/23/2018 0:00,1,1
0033800002kUMf2AAG,Engineering,Defense Contracting,"Coronado, CA","$100,000+",Full-Time,Full-Time,0,0,11/6/2017 0:00,1,1
0033800002kUMfbAAG,Administrative/Clerical,Business Support - Admin/Staffing,"San Diego, CA","$60,000 - $69,999",Full-Time,Full-Time,0,0,11/6/2017 0:00,1,1
0033800002kUMflAAG,Skilled Labor/Trades,Installation/Repair/Maintenance,"Chesapeake, VA (Hardinge Collets in Virginia beach VA)","$40,000 - $49,999",Temporary/Contract,Temporary/Contract,0,1,1/22/2018 0:00,1,1
0033800002kUMgKAAW,Human Resources,Defense Contracting,"1615 Murray Canyon Rd #900, San Diego, CA 92108","$100,000+",Full-Time,Full-Time,0,0,10/16/2017 0:00,1,1
0033800002kUMiaAAG,Management - Operations,Transportation and Warehousing,"Buford, GA","$50,000 - $59,999",Full-Time,Full-Time,0,0,1/22/2018 0:00,1,1
0033800002kUMizAAG,Restaurant/Food Service,Hospitality/Accommodation/Food Services,"El Paso, TX","$50,000 - $59,999",Full-Time,Full-Time,0,0,12/3/2018 0:00,1,1
0033800002kUMyTAAW,Transportation,Transportation and Warehousing,"St. Louis, MO 63123","$50,000 - $59,999",Full-Time,Full-Time,0,0,9/25/2017 0:00,1,1
0033800002kUNa4AAG,Customer Service,Hospitality/Accommodation/Food Services,"Oak Harbor, WA","$20,000 - $29,999",Full-Time,Full-Time,0,0,4/16/2018 0:00,1,1
0033800002kUO1fAAG,Management - Project,Educational Services,"403 Reg Smith Cir, Louisville, KY 40208","$60,000 - $69,999",Full-Time,Full-Time,0,0,12/11/2017 0:00,1,1
0033800002kUO9ZAAW,Transportation,Transportation and Warehousing,"Nashville, TN","$50,000 - $59,999",Full-Time,Full-Time,0,0,4/9/2018 0:00,1,1
0033800002kUOMIAA4,Installation/Maintenance/Repair,Aerospace and Aviation,Mountain Home Air Force Base,"$40,000 - $49,999",Full-Time,Full-Time,0,0,7/24/2017 0:00,1,1
0033800002kUOQoAAO,Healthcare,Health Care and Social Assistance,"4355 W Emerald Street, Ste #290, Boise, ID","Less than $20,000",Part-Time,Part-Time,0,1,8/28/2017 0:00,1,1
0033800002kUOeMAAW,Sales,Retail Trade,San Diego CA,"$30,000 - $39,999",Full-Time,Full-Time,0,0,8/14/2017 0:00,1,1
0033800002kUOgDAAW,Customer Service,Business Support - Admin/Staffing,"Gwinn, MI","$20,000 - $29,999",Part-Time,Part-Time,0,0,2/26/2018 0:00,1,1
0033800002kUOwaAAG,Training/Instruction/Teaching,Educational Services,"Tacoma, WA","$40,000 - $49,999",Full-Time,Full-Time,0,0,12/4/2017 0:00,1,1
0033800002kUOx9AAG,Automotive,Installation/Repair/Maintenance,"Texarkana, TX","$20,000 - $29,999",Full-Time,Full-Time,0,0,9/18/2017 0:00,1,1
0033800002kUPFoAAO,Supply Chain/Logistics,Retail Trade,"San Diego, CA","$40,000 - $49,999",Full-Time,Full-Time,0,0,3/26/2018 0:00,1,1
0033800002kUPSOAA4,Management - Project,Business Support - Admin/Staffing,"King of Prussia, PA","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/15/2018 0:00,1,1
0033800002kUPUXAA4,Customer Service,Banking/Finance/Insurance,"Arlington, TX","$30,000 - $39,999",Full-Time,Full-Time,0,1,8/28/2017 0:00,1,1
0033800002kUPVfAAO,Administrative/Clerical,Business Support - Admin/Staffing,"Dallas, TX","$40,000 - $49,999",Full-Time,Full-Time,0,0,1/15/2018 0:00,1,1
0033800002kUPX2AAO,Management - Programs,Transportation and Warehousing,"565 Space Center Dr, #330, Colorado Springs, CO 80915","$100,000+",Full-Time,Full-Time,0,0,12/18/2017 0:00,1,1
0033800002kUPbEAAW,Banking/Finance,Government and Public Administration,"Tulsa, OK","$40,000 - $49,999",Full-Time,Full-Time,0,0,11/6/2017 0:00,1,1
